,Touches,Take-Ons,Carries,Receiving,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
265,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24-280,2000,20.7,1025,18,106,339,602,128,1025,93,31,33.3,54,58.1,658,5175,2802,104,60,32,59,58,722,178,Matches,,,,,,
266,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-299,2000,20.0,1181,197,710,431,47,21,1181,11,8,72.7,1,9.1,648,3066,1449,7,4,0,14,2,706,2,Matches,,,,,,
267,Adam Lallana,eng ENG,MF,Southampton,36-265,1988,3.7,298,18,85,145,69,6,298,12,5,41.7,5,41.7,170,798,350,5,7,0,9,6,234,10,Matches,,,,,,
268,Tariq Lamptey,gh GHA,DF,Brighton,24-122,2000,4.8,277,14,69,125,85,5,277,17,6,35.3,10,58.8,157,1199,579,17,8,1,6,3,156,27,Matches,,,,,,
269,Will Lankshear,eng ENG,"FW,MF",Tottenham,19-285,2005,0.1,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1,Matches,,,,,,
270,Roméo Lavia,be BEL,MF,Chelsea,21-024,2004,5.9,336,12,86,201,53,1,336,12,7,58.3,5,41.7,199,919,395,3,8,0,1,6,241,6,Matches,,,,,,
271,Mario Lemina,ga GAB,"MF,DF",Wolves,31-151,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,Matches,,,,,,
272,Bernd Leno,de GER,GK,Fulham,32-332,1992,23.0,902,708,896,6,0,0,902,0,0,,0,,604,2225,1247,0,0,0,0,0,538,0,Matches,,,,,,
273,Jefferson Lerma,co COL,MF,Crystal Palace,30-097,1994,13.4,748,50,210,412,134,18,748,8,4,50.0,3,37.5,350,1316,610,7,6,0,6,11,441,22,Matches,,,,,,
274,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-070,2004,15.6,1029,37,186,520,331,41,1029,14,6,42.9,8,57.1,607,3060,1637,32,26,8,17,16,745,57,Matches,,,,,,
275,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-343,2001,20.3,869,63,252,316,310,49,869,62,20,32.3,35,56.5,473,3604,1878,61,39,25,31,14,537,101,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
276,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-126,2006,5.1,332,8,57,184,97,6,332,11,6,54.5,3,27.3,182,772,433,9,4,1,2,3,220,14,Matches,,,,,,
277,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-171,1999,17.1,1200,129,617,553,34,20,1200,2,1,50.0,1,50.0,832,3566,1601,4,1,0,3,2,894,4,Matches,,,,,,
278,Pedro Lima,br BRA,DF,Wolves,18-213,2006,0.6,33,0,6,6,21,2,33,1,0,0.0,1,100.0,13,74,47,3,2,1,1,0,20,8,Matches,,,,,,
279,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-197,1994,0.7,51,6,26,19,6,2,51,0,0,,0,,19,121,73,0,0,0,0,0,29,1,Matches,,,,,,
280,Jesper Lindstrøm,dk DEN,FW,Everton,24-336,2000,8.9,427,12,83,131,222,26,427,31,7,22.6,20,64.5,200,1161,598,24,13,6,21,16,235,54,Matches,,,,,,
281,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-079,2002,17.6,1126,75,385,504,257,13,1126,31,14,45.2,12,38.7,600,3487,1727,42,25,5,13,25,627,59,Matches,,,,,,
282,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-092,1997,8.0,385,19,98,176,114,21,385,6,2,33.3,3,50.0,222,1080,408,4,10,2,7,7,276,20,Matches,,,,,,
283,Saša Lukić,rs SRB,MF,Fulham,28-170,1996,15.7,939,36,211,561,176,7,939,10,5,50.0,3,30.0,540,3000,1499,28,30,3,11,4,624,12,Matches,,,,,,
284,Joe Lumley,eng ENG,GK,Southampton,29-350,1995,3.0,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0,Matches,,,,,,
285,Massimo Luongo,au AUS,MF,Ipswich Town,32-127,1992,1.9,72,9,32,24,16,1,72,0,0,,0,,38,140,25,0,0,0,2,3,41,1,Matches,,,,,,
286,Ian Maatsen,nl NED,DF,Aston Villa,22-326,2002,4.6,357,23,102,141,117,20,357,12,5,41.7,7,58.3,180,1086,509,10,7,6,10,11,207,37,Matches,,,,,,
287,Alexis Mac Allister,ar ARG,MF,Liverpool,26-037,1998,17.4,1167,31,178,614,385,42,1167,30,12,40.0,15,50.0,597,2486,1286,22,28,2,16,17,804,49,Matches,,,,,,
288,James Maddison,eng ENG,MF,Tottenham,28-068,1996,14.4,1068,19,151,478,450,61,1068,53,25,47.2,22,41.5,738,3653,1673,34,30,14,17,17,822,69,Matches,,,,,,
289,Noni Madueke,eng ENG,FW,Chelsea,22-326,2002,15.3,657,10,65,177,426,133,657,64,26,40.6,33,51.6,436,3717,2351,102,37,62,36,21,502,164,Matches,,,,,,
290,Gabriel Magalhães,br BRA,DF,Arsenal,27-042,1997,20.1,1436,157,535,743,165,34,1436,4,4,100.0,0,0.0,856,3229,1917,5,15,0,8,2,1060,9,Matches,,,,,,
291,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-267,2001,0.9,61,1,8,37,17,2,61,3,2,66.7,1,33.3,41,240,153,3,2,1,2,0,46,2,Matches,,,,,,
292,Harry Maguire,eng ENG,DF,Manchester Utd,31-331,1993,11.1,769,85,386,359,34,17,769,3,2,66.7,1,33.3,472,3004,1250,4,3,3,5,2,508,1,Matches,,,,,,
293,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-286,2005,13.5,816,17,161,467,195,26,816,37,20,54.1,15,40.5,502,2229,991,18,11,8,23,27,572,31,Matches,,,,,,
294,Tyrell Malacia,nl NED,DF,Manchester Utd,25-166,1999,1.1,62,2,20,27,15,0,62,1,1,100.0,0,0.0,37,190,118,3,2,0,1,2,43,6,Matches,,,,,,
295,Donyell Malen,nl NED,FW,Aston Villa,26-021,1999,0.3,10,0,1,1,8,0,10,2,0,0.0,2,100.0,4,68,15,1,1,0,1,1,4,1,Matches,,,,,,
296,Orel Mangala,be BEL,MF,Everton,26-318,1998,14.0,621,22,133,335,157,13,621,24,14,58.3,9,37.5,298,1574,576,6,6,3,12,12,406,19,Matches,,,,,,
297,Ryan Manning,ie IRL,DF,Southampton,28-230,1996,8.5,488,40,132,195,167,18,488,22,8,36.4,10,45.5,244,1103,519,10,8,3,13,5,303,51,Matches,,,,,,
298,Solly March,eng ENG,"MF,DF",Brighton,30-194,1994,0.3,22,0,4,8,10,1,22,1,1,100.0,0,0.0,5,23,3,0,0,0,0,0,8,1,Matches,,,,,,
299,Omar Marmoush,eg EGY,FW,Manchester City,25-358,1999,0.8,26,1,2,9,15,1,26,2,0,0.0,2,100.0,17,100,57,2,0,0,4,0,19,4,Matches,,,,,,
300,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-226,2001,15.2,614,11,62,172,388,111,614,84,24,28.6,46,54.8,391,2922,1549,74,22,32,31,26,449,175,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
301,Emiliano Martínez,ar ARG,GK,Aston Villa,32-150,1992,22.5,899,675,891,8,0,0,899,1,1,100.0,0,0.0,535,2733,1701,0,0,0,1,0,498,0,Matches,,,,,,
302,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-012,1998,18.6,1447,151,684,658,116,16,1447,6,5,83.3,1,16.7,957,4906,3000,23,22,2,1,2,1013,7,Matches,,,,,,
303,Pape Matar Sarr,sn SEN,MF,Tottenham,22-138,2002,13.7,890,26,196,496,214,14,890,19,8,42.1,9,47.4,566,3293,1370,22,23,4,22,15,636,35,Matches,,,,,,
304,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-216,1997,19.7,489,18,39,231,229,62,487,29,9,31.0,17,58.6,256,1345,651,27,16,6,43,29,361,87,Matches,,,,,,
305,Stephy Mavididi,eng ENG,FW,Leicester City,26-244,1998,14.2,675,19,99,263,326,48,675,76,28,36.8,42,55.3,454,3323,1778,66,31,20,33,30,485,99,Matches,,,,,,
306,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-050,1997,15.4,1024,149,524,460,47,18,1024,13,7,53.8,4,30.8,563,2861,1580,12,8,1,9,0,657,2,Matches,,,,,,
307,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-077,1997,19.6,1382,85,506,672,224,20,1382,34,21,61.8,11,32.4,761,3616,1793,24,19,2,13,13,842,39,Matches,,,,,,
308,Bryan Mbeumo,cm CMR,FW,Brentford,25-176,1999,22.9,1063,38,164,336,581,89,1059,61,29,47.5,25,41.0,627,4072,2112,79,44,46,65,27,711,222,Matches,,,,,,
309,James Mcatee,eng ENG,"MF,FW",Manchester City,22-104,2002,0.8,59,0,5,25,29,6,59,3,1,33.3,2,66.7,34,213,97,3,1,0,0,1,47,8,Matches,,,,,,
310,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-069,2001,4.3,189,15,45,74,76,15,189,9,1,11.1,5,55.6,111,749,364,13,7,6,5,4,123,36,Matches,,,,,,
311,Alex McCarthy,eng ENG,GK,Southampton,35-058,1989,5.0,173,141,173,0,0,0,173,0,0,,0,,100,452,276,0,0,0,0,0,88,0,Matches,,,,,,
312,John McGinn,sct SCO,"FW,MF",Aston Villa,30-104,1994,14.1,526,8,74,257,200,35,526,27,10,37.0,9,33.3,288,1560,700,22,12,4,24,16,374,62,Matches,,,,,,
313,Dwight McNeil,eng ENG,"MF,FW",Everton,25-069,1999,12.7,619,2,61,267,305,18,619,37,20,54.1,16,43.2,358,2224,930,31,28,4,22,24,416,65,Matches,,,,,,
314,Scott McTominay,sct SCO,MF,Manchester Utd,28-053,1996,0.2,14,1,3,8,3,1,14,1,0,0.0,1,100.0,10,68,44,0,0,0,1,1,9,2,Matches,,,,,,
315,Ben Mee,eng ENG,DF,Brentford,35-131,1989,2.0,138,18,66,62,11,3,138,0,0,,0,,78,404,274,3,1,1,0,0,86,2,Matches,,,,,,
316,Jayden Meghoma,eng ENG,DF,Brentford,18-216,2006,0.1,3,1,2,0,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches,,,,,,
317,Mikel Merino,es ESP,MF,Arsenal,28-222,1996,8.4,451,24,95,188,175,39,451,8,4,50.0,2,25.0,232,804,323,4,6,3,12,9,297,47,Matches,,,,,,
318,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-110,1997,22.0,804,148,430,322,55,44,804,1,1,100.0,0,0.0,318,1307,621,2,1,1,1,2,407,4,Matches,,,,,,
319,Lewis Miley,eng ENG,MF,Newcastle Utd,18-274,2006,0.3,50,1,12,32,7,0,50,0,0,,0,,28,120,62,0,0,0,2,0,34,1,Matches,,,,,,
320,James Milner,eng ENG,MF,Brighton,39-026,1986,1.9,92,3,13,48,31,4,92,1,1,100.0,0,0.0,46,223,97,1,1,0,0,0,58,10,Matches,,,,,,
321,Tyrone Mings,eng ENG,DF,Aston Villa,31-323,1993,5.2,360,60,202,147,14,5,360,0,0,,0,,214,1242,600,1,3,0,1,0,263,0,Matches,,,,,,
322,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-192,2004,8.3,338,9,42,96,211,58,338,51,23,45.1,24,47.1,195,1576,965,39,13,30,20,6,196,86,Matches,,,,,,
323,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-151,1999,22.3,1190,75,403,462,336,27,1190,23,10,43.5,10,43.5,562,2651,1243,44,27,5,26,21,627,119,Matches,,,,,,
324,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-255,1997,20.5,964,9,104,338,542,123,964,92,38,41.3,51,55.4,602,4825,2850,109,58,46,38,18,701,223,Matches,,,,,,
325,Jakub Moder,pl POL,MF,Brighton,25-298,1999,0.1,27,2,7,12,9,1,27,0,0,,0,,13,93,62,2,3,0,0,0,14,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
326,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-172,2007,1.6,73,0,5,13,55,9,73,9,1,11.1,7,77.8,51,402,210,9,3,4,2,4,56,26,Matches,,,,,,
327,Morato,br BRA,DF,Nott'ham Forest,23-214,2001,4.9,216,50,138,65,14,1,216,1,1,100.0,0,0.0,65,308,157,0,2,0,4,1,71,0,Matches,,,,,,
328,Álex Moreno,es ESP,DF,Nott'ham Forest,31-236,1993,9.0,474,50,175,175,135,7,474,19,7,36.8,7,36.8,202,1329,793,24,16,3,11,5,221,28,Matches,,,,,,
329,Sam Morsy,eg EGY,MF,Ipswich Town,33-142,1991,20.1,1150,59,332,655,173,4,1150,16,11,68.8,4,25.0,602,3173,1316,8,18,1,12,7,781,8,Matches,,,,,,
330,Yerson Mosquera,co COL,DF,Wolves,23-273,2001,4.9,294,43,170,115,12,7,294,0,0,,0,,168,683,322,0,1,0,4,1,182,0,Matches,,,,,,
331,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-020,1999,2.7,119,1,18,65,36,6,119,4,0,0.0,3,75.0,74,323,102,2,2,0,4,4,86,5,Matches,,,,,,
332,Divin Mubama,eng ENG,FW,Manchester City,20-097,2004,0.3,5,0,0,2,3,1,5,0,0,,0,,2,14,0,0,0,0,0,1,3,0,Matches,,,,,,
333,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-025,2001,1.7,62,3,12,15,38,6,62,8,3,37.5,5,62.5,39,468,227,7,8,0,3,7,42,12,Matches,,,,,,
334,Rodrigo Muniz,br BRA,FW,Fulham,23-271,2001,7.3,204,8,16,106,86,36,204,13,4,30.8,6,46.2,101,444,135,4,3,1,26,16,155,24,Matches,,,,,,
335,Daniel Muñoz,co COL,DF,Crystal Palace,28-249,1996,21.0,1198,74,321,500,390,65,1198,36,12,33.3,22,61.1,471,2302,910,29,19,9,35,11,583,134,Matches,,,,,,
336,Arijanet Muric,xk KVX,GK,Ipswich Town,26-084,1998,17.0,649,526,632,18,0,0,649,0,0,,0,,381,1917,1076,0,0,0,2,1,291,0,Matches,,,,,,
337,Murillo,br BRA,DF,Nott'ham Forest,22-210,2002,21.7,1118,264,589,470,71,15,1118,21,17,81.0,4,19.0,486,2499,1506,11,20,1,12,7,555,3,Matches,,,,,,
338,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-341,1995,13.9,675,10,94,265,323,48,675,30,12,40.0,17,56.7,425,2519,1337,46,19,17,20,22,487,119,Matches,,,,,,
339,Vitaliy Mykolenko,ua UKR,DF,Everton,25-246,1999,19.3,930,77,306,399,231,14,930,11,4,36.4,6,54.5,360,1452,817,19,12,0,10,5,450,48,Matches,,,,,,
340,Iliman Ndiaye,sn SEN,FW,Everton,24-330,2000,19.6,792,28,170,326,343,58,791,119,54,45.4,56,47.1,454,3777,1874,67,37,25,40,35,478,91,Matches,,,,,,
341,Wilfred Ndidi,ng NGA,MF,Leicester City,28-045,1996,13.5,735,69,262,339,141,36,735,23,11,47.8,11,47.8,370,1517,579,9,11,2,21,21,436,49,Matches,,,,,,
342,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-045,2005,1.3,55,4,13,26,16,0,55,2,1,50.0,1,50.0,22,85,28,1,0,0,1,0,26,0,Matches,,,,,,
343,Reiss Nelson,eng ENG,FW,Arsenal,25-051,1999,0.0,2,0,1,1,0,0,2,0,0,,0,,1,4,4,0,0,0,0,0,1,0,Matches,,,,,,
344,Reiss Nelson,eng ENG,FW,Fulham,25-051,1999,5.4,347,5,30,110,212,35,347,35,13,37.1,13,37.1,259,1956,960,45,25,21,14,8,274,63,Matches,,,,,,
345,Neto,br BRA,GK,Bournemouth,35-195,1989,2.0,70,60,70,0,0,0,70,0,0,,0,,35,148,99,0,0,0,0,0,28,0,Matches,,,,,,
346,Pedro Neto,pt POR,FW,Chelsea,24-327,2000,12.1,547,5,56,176,323,55,547,59,21,35.6,23,39.0,365,3174,1727,70,32,26,22,12,411,107,Matches,,,,,,
347,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-245,1999,7.0,262,5,27,106,133,39,262,14,7,50.0,5,35.7,155,1202,662,30,16,11,18,12,189,51,Matches,,,,,,
348,Christopher Nkunku,fr FRA,FW,Chelsea,27-077,1997,4.8,207,6,27,73,107,27,207,16,6,37.5,8,50.0,126,584,232,7,4,8,7,5,157,36,Matches,,,,,,
349,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-156,1998,8.9,650,19,110,219,323,46,650,25,11,44.0,10,40.0,402,2285,1211,38,12,21,16,6,468,106,Matches,,,,,,
350,Darwin Núñez,uy URU,FW,Liverpool,25-220,1999,8.9,241,8,32,77,140,50,241,15,8,53.3,6,40.0,135,794,460,19,15,9,13,13,164,58,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
351,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-315,2007,3.2,159,2,19,62,80,9,159,13,7,53.8,4,30.8,111,887,464,14,10,5,8,5,117,22,Matches,,,,,,
352,Christian Nørgaard,dk DEN,MF,Brentford,30-326,1994,17.9,1052,108,375,494,191,34,1052,11,5,45.5,4,36.4,507,1905,840,9,9,3,21,14,638,28,Matches,,,,,,
353,Jake O'Brien,ie IRL,DF,Everton,23-260,2001,2.5,137,14,71,51,16,2,137,5,1,20.0,4,80.0,57,253,102,1,1,1,1,0,66,3,Matches,,,,,,
354,Matt O'Riley,dk DEN,MF,Brighton,24-070,2000,4.7,232,11,39,102,91,23,232,5,2,40.0,3,60.0,104,434,201,8,4,2,7,1,128,24,Matches,,,,,,
355,Dara O'Shea,ie IRL,DF,Ipswich Town,25-332,1999,19.7,1207,229,695,435,79,33,1207,2,1,50.0,1,50.0,568,2340,1114,3,1,0,8,3,704,1,Matches,,,,,,
356,Wilson Odobert,fr FRA,FW,Tottenham,20-063,2004,1.8,105,2,11,29,65,13,105,10,3,30.0,6,60.0,76,626,410,13,10,6,4,4,80,18,Matches,,,,,,
357,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-274,1997,2.6,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,7,2,2,4,2,43,15,Matches,,,,,,
358,Caleb Okoli,it ITA,DF,Leicester City,23-201,2001,8.9,587,117,327,242,21,7,587,0,0,,0,,335,1631,750,3,1,0,7,0,346,2,Matches,,,,,,
359,Robin Olsen,se SWE,GK,Aston Villa,35-022,1990,0.5,25,20,25,0,0,0,25,0,0,,0,,11,45,33,0,0,0,0,0,16,0,Matches,,,,,,
360,Amadou Onana,be BEL,MF,Aston Villa,23-167,2001,11.5,615,49,182,349,97,15,615,14,9,64.3,3,21.4,337,1563,756,12,15,0,7,7,397,10,Matches,,,,,,
361,André Onana,cm CMR,GK,Manchester Utd,28-303,1996,23.0,966,706,947,19,0,0,966,0,0,,0,,704,3627,2020,0,0,0,1,0,621,0,Matches,,,,,,
362,Paul Onuachu,ng NGA,FW,Southampton,30-247,1994,5.0,194,8,21,113,62,28,194,17,7,41.2,6,35.3,95,412,149,4,1,1,21,17,155,14,Matches,,,,,,
363,Frank Onyeka,ng NGA,MF,Brentford,27-029,1998,0.3,10,0,1,5,4,0,10,0,0,,0,,6,55,14,0,0,0,2,1,6,0,Matches,,,,,,
364,Lewis Orford,eng ENG,MF,West Ham,18-347,2006,0.4,34,0,5,25,5,2,34,0,0,,0,,19,85,25,0,0,0,0,0,29,1,Matches,,,,,,
365,Stefan Ortega,de GER,GK,Manchester City,32-085,1992,8.0,324,246,322,2,0,0,324,0,0,,0,,209,984,539,0,0,0,0,0,195,0,Matches,,,,,,
366,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-179,2003,0.5,15,0,0,7,8,2,15,1,1,100.0,0,0.0,8,51,14,1,1,0,3,3,9,5,Matches,,,,,,
367,Dango Ouattara,bf BFA,FW,Bournemouth,22-354,2002,12.8,572,41,109,175,298,77,572,45,22,48.9,21,46.7,277,2063,1035,46,19,24,33,20,334,124,Matches,,,,,,
368,Nico O’Reilly,eng ENG,MF,Manchester City,19-315,2005,0.2,17,1,1,12,4,0,17,1,0,0.0,1,100.0,13,83,26,1,1,0,1,0,14,0,Matches,,,,,,
369,Cole Palmer,eng ENG,MF,Chelsea,22-269,2002,22.3,1170,9,86,537,562,84,1167,71,29,40.8,31,43.7,734,4810,2373,73,49,22,43,21,855,122,Matches,,,,,,
370,Emerson Palmieri,it ITA,DF,West Ham,30-180,1994,17.3,992,59,311,423,269,21,992,21,7,33.3,13,61.9,412,2269,1244,31,20,8,18,7,544,61,Matches,,,,,,
371,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-156,1997,17.9,1125,37,224,615,296,43,1123,26,11,42.3,14,53.8,547,1891,733,13,20,2,35,41,775,56,Matches,,,,,,
372,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-231,1993,19.6,1380,49,295,731,360,21,1380,17,8,47.1,7,41.2,739,3568,1787,17,21,1,17,11,956,26,Matches,,,,,,
373,Nathan Patterson,sct SCO,"DF,FW",Everton,23-106,2001,1.4,97,4,20,43,36,3,97,7,6,85.7,0,0.0,38,174,105,4,2,2,3,1,50,6,Matches,,,,,,
374,Andreas Pereira,br BRA,MF,Fulham,29-029,1996,13.9,774,12,106,325,352,21,773,16,6,37.5,5,31.3,401,1803,881,13,24,3,17,13,472,47,Matches,,,,,,
375,Ricardo Pereira,pt POR,DF,Leicester City,31-116,1993,1.6,97,3,28,56,13,1,97,0,0,,0,,57,123,33,1,0,1,1,0,55,3,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
376,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-059,1995,9.6,527,40,162,276,91,4,527,8,4,50.0,4,50.0,243,1190,468,4,5,0,17,7,293,2,Matches,,,,,,
377,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-357,2002,3.7,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,Matches,,,,,,
378,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-357,2002,1.2,38,0,13,14,12,2,38,2,0,0.0,2,100.0,22,185,58,4,2,2,2,3,24,3,Matches,,,,,,
379,Jordan Pickford,eng ENG,GK,Everton,30-329,1994,22.0,993,643,943,51,0,0,993,0,0,,0,,513,3297,1938,0,0,0,1,0,460,0,Matches,,,,,,
380,Ethan Pinnock,jm JAM,DF,Brentford,31-246,1993,16.0,1055,239,610,347,99,21,1055,9,3,33.3,6,66.7,511,2460,1197,2,3,0,1,4,593,8,Matches,,,,,,
381,Daniel Podence,pt POR,"MF,FW",Wolves,29-101,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,Matches,,,,,,
382,Alfie Pond,eng ENG,DF,Wolves,20-335,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,Matches,,,,,,
383,Nick Pope,eng ENG,GK,Newcastle Utd,32-286,1992,15.0,492,399,485,7,0,0,492,0,0,,0,,268,1444,943,0,0,0,0,1,170,0,Matches,,,,,,
384,Pedro Porro,es ESP,DF,Tottenham,25-139,1999,21.1,1611,94,470,562,591,24,1611,24,9,37.5,13,54.2,843,3920,2039,52,35,4,18,15,936,79,Matches,,,,,,
385,Jarell Quansah,eng ENG,DF,Liverpool,22-001,2003,2.5,200,23,100,82,18,2,200,2,1,50.0,1,50.0,124,732,411,2,3,1,3,2,136,2,Matches,,,,,,
386,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-109,2001,0.6,33,31,33,0,0,0,33,0,0,,0,,18,97,24,0,0,0,0,0,11,0,Matches,,,,,,
387,Aaron Ramsdale,eng ENG,GK,Southampton,26-261,1998,15.0,679,490,668,12,0,0,679,0,0,,0,,445,2255,1382,0,0,0,0,0,400,0,Matches,,,,,,
388,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-247,2001,10.6,458,9,87,166,212,41,458,26,17,65.4,7,26.9,309,2096,980,35,19,12,21,13,348,64,Matches,,,,,,
389,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-091,1997,10.9,440,3,35,189,222,34,440,39,9,23.1,26,66.7,293,1694,728,20,19,12,14,6,341,79,Matches,,,,,,
390,David Raya,es ESP,GK,Arsenal,29-137,1995,23.0,873,547,829,44,0,0,873,0,0,,0,,544,2743,1669,0,0,0,1,0,493,0,Matches,,,,,,
391,Harrison Reed,eng ENG,MF,Fulham,30-003,1995,0.7,56,1,7,19,31,4,56,1,0,0.0,0,0.0,22,70,17,1,1,0,2,2,27,7,Matches,,,,,,
392,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-330,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,
393,Sergio Reguilón,es ESP,DF,Tottenham,28-045,1996,1.4,121,2,28,61,33,3,121,4,2,50.0,0,0.0,64,293,180,4,2,1,1,1,74,10,Matches,,,,,,
394,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-363,1993,4.1,159,9,29,69,61,12,159,6,0,0.0,4,66.7,98,478,250,8,4,4,6,4,105,21,Matches,,,,,,
395,Chadi Riad,ma MAR,DF,Crystal Palace,21-227,2003,1.0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0,Matches,,,,,,
396,Declan Rice,eng ENG,MF,Arsenal,26-016,1999,18.3,1196,39,199,573,432,40,1196,18,7,38.9,10,55.6,631,4097,2200,60,39,10,21,15,777,53,Matches,,,,,,
397,Chris Richards,us USA,DF,Crystal Palace,24-308,2000,9.9,556,55,284,248,27,7,556,3,0,0.0,3,100.0,272,1189,566,3,2,0,3,2,339,1,Matches,,,,,,
398,Richarlison,br BRA,FW,Tottenham,27-265,1997,2.2,84,4,11,44,29,10,84,7,1,14.3,5,71.4,43,221,100,6,5,1,3,3,63,15,Matches,,,,,,
399,Andrew Robertson,sct SCO,DF,Liverpool,30-325,1994,17.3,1398,57,342,636,429,31,1398,7,2,28.6,4,57.1,751,3344,1932,42,37,3,16,6,945,66,Matches,,,,,,
400,Antonee Robinson,us USA,DF,Fulham,27-175,1997,23.0,1685,87,537,642,531,50,1685,56,25,44.6,21,37.5,899,4859,2847,81,36,22,27,13,1005,186,Matches,,,,,,
