,Standard,Expected,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
264,Maxence Lacroix,fr FRA,DF,Crystal Palace,24-295,2000,19.0,1,15,3,20.0,0.79,0.16,0.07,0.33,11.6,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches,,,,
265,Adam Lallana,eng ENG,MF,Southampton,36-261,1988,3.7,0,3,0,0.0,0.82,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,,,,
266,Tariq Lamptey,gh GHA,DF,Brighton,24-118,2000,4.8,2,4,2,50.0,0.84,0.42,0.50,1.00,18.7,0,0,0,0.3,0.3,0.08,+1.7,+1.7,Matches,,,,
267,Will Lankshear,eng ENG,FW,Tottenham,19-281,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
268,Roméo Lavia,be BEL,MF,Chelsea,21-020,2004,5.9,0,1,0,0.0,0.17,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,,,,
269,Mario Lemina,ga GAB,"MF,DF",Wolves,31-147,1993,15.2,1,18,5,27.8,1.19,0.33,0.06,0.20,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,,,,
270,Bernd Leno,de GER,GK,Fulham,32-328,1992,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
271,Jefferson Lerma,co COL,MF,Crystal Palace,30-093,1994,12.4,0,16,6,37.5,1.29,0.49,0.00,0.00,20.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,,,,
272,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-066,2004,15.6,1,9,2,22.2,0.58,0.13,0.11,0.50,17.1,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,,,,
273,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-339,2001,19.3,1,18,10,55.6,0.93,0.52,0.06,0.10,18.6,1,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches,,,,
274,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-122,2006,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
275,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-167,1999,16.5,1,12,6,50.0,0.73,0.36,0.08,0.17,8.4,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
276,Pedro Lima,br BRA,DF,Wolves,18-209,2006,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
277,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-193,1994,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
278,Jesper Lindstrøm,dk DEN,FW,Everton,24-332,2000,8.9,0,25,8,32.0,2.82,0.90,0.00,0.00,21.4,6,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches,,,,
279,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-075,2002,17.6,0,2,0,0.0,0.11,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
280,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-088,1997,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,13.5,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,,,,
281,Saša Lukić,rs SRB,MF,Fulham,28-166,1996,14.8,0,9,0,0.0,0.61,0.00,0.00,,20.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,,,,
282,Joe Lumley,eng ENG,GK,Southampton,29-346,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
283,Massimo Luongo,au AUS,MF,Ipswich Town,32-123,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
284,Ian Maatsen,nl NED,DF,Aston Villa,22-322,2002,4.0,0,5,2,40.0,1.26,0.50,0.00,0.00,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
285,Alexis Mac Allister,ar ARG,MF,Liverpool,26-033,1998,17.4,1,23,7,30.4,1.32,0.40,0.04,0.14,17.7,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches,,,,
286,James Maddison,eng ENG,MF,Tottenham,28-064,1996,14.4,8,35,16,45.7,2.42,1.11,0.23,0.50,16.4,4,0,0,4.9,4.9,0.14,+3.1,+3.1,Matches,,,,
287,Noni Madueke,eng ENG,FW,Chelsea,22-322,2002,15.3,7,63,25,39.7,4.13,1.64,0.11,0.28,14.7,0,0,0,7.4,7.4,0.12,-0.4,-0.4,Matches,,,,
288,Gabriel Magalhães,br BRA,DF,Arsenal,27-038,1997,20.1,3,19,5,26.3,0.95,0.25,0.16,0.60,8.9,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches,,,,
289,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-263,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
290,Harry Maguire,eng ENG,DF,Manchester Utd,31-327,1993,10.1,0,4,1,25.0,0.40,0.10,0.00,0.00,10.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,,,,
291,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-282,2005,13.4,0,9,1,11.1,0.67,0.07,0.00,0.00,20.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,,,,
292,Tyrell Malacia,nl NED,DF,Manchester Utd,25-162,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
293,Orel Mangala,be BEL,MF,Everton,26-314,1998,14.0,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,,,,
294,Ryan Manning,ie IRL,DF,Southampton,28-226,1996,8.5,0,3,0,0.0,0.35,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
295,Solly March,eng ENG,"MF,DF",Brighton,30-190,1994,0.3,0,1,0,0.0,3.60,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,,,,
296,Omar Marmoush,eg EGY,FW,Manchester City,25-354,1999,0.8,0,2,0,0.0,2.47,0.00,0.00,,23.8,1,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
297,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-222,2001,15.2,6,26,13,50.0,1.71,0.86,0.23,0.46,12.5,0,0,0,3.9,3.9,0.15,+2.1,+2.1,Matches,,,,
298,Emiliano Martínez,ar ARG,GK,Aston Villa,32-146,1992,21.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
299,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-008,1998,17.6,1,14,5,35.7,0.80,0.28,0.07,0.20,15.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,,,,
300,Pape Matar Sarr,sn SEN,MF,Tottenham,22-134,2002,13.1,1,20,9,45.0,1.53,0.69,0.05,0.11,22.8,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
301,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-212,1997,18.7,8,42,14,33.3,2.25,0.75,0.14,0.43,15.8,0,2,2,7.8,6.2,0.15,+0.2,-0.2,Matches,,,,
302,Stephy Mavididi,eng ENG,FW,Leicester City,26-240,1998,14.2,3,19,6,31.6,1.34,0.42,0.16,0.50,14.4,1,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches,,,,
303,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-046,1997,15.4,0,12,2,16.7,0.78,0.13,0.00,0.00,15.6,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,,,,
304,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-073,1997,18.7,0,9,2,22.2,0.48,0.11,0.00,0.00,20.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,,,,
305,Bryan Mbeumo,cm CMR,FW,Brentford,25-172,1999,21.9,13,39,22,56.4,1.78,1.00,0.26,0.45,17.2,2,3,3,6.8,4.4,0.11,+6.2,+5.6,Matches,,,,
306,James Mcatee,eng ENG,"MF,FW",Manchester City,22-100,2002,0.8,1,4,1,25.0,5.14,1.29,0.25,1.00,14.6,0,0,0,0.8,0.8,0.20,+0.2,+0.2,Matches,,,,
307,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-065,2001,4.3,0,6,2,33.3,1.40,0.47,0.00,0.00,15.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,,,,
308,Alex McCarthy,eng ENG,GK,Southampton,35-054,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
309,John McGinn,sct SCO,"FW,MF",Aston Villa,30-100,1994,13.9,0,19,2,10.5,1.36,0.14,0.00,0.00,16.6,0,0,0,1.8,1.8,0.10,-1.8,-1.8,Matches,,,,
310,Dwight McNeil,eng ENG,"MF,FW",Everton,25-065,1999,12.7,3,23,8,34.8,1.82,0.63,0.13,0.38,22.0,0,0,0,0.9,0.9,0.04,+2.1,+2.1,Matches,,,,
311,Scott McTominay,sct SCO,MF,Manchester Utd,28-049,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
312,Ben Mee,eng ENG,DF,Brentford,35-127,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
313,Jayden Meghoma,eng ENG,DF,Brentford,18-212,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
314,Mikel Merino,es ESP,MF,Arsenal,28-218,1996,8.4,2,16,6,37.5,1.89,0.71,0.13,0.33,12.8,0,0,0,2.2,2.2,0.13,-0.2,-0.2,Matches,,,,
315,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-106,1997,22.0,2,22,5,22.7,1.00,0.23,0.09,0.40,12.4,0,0,0,3.1,3.1,0.14,-1.1,-1.1,Matches,,,,
316,Lewis Miley,eng ENG,MF,Newcastle Utd,18-270,2006,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
317,James Milner,eng ENG,MF,Brighton,39-022,1986,1.9,0,2,0,0.0,1.07,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,,,,
318,Tyrone Mings,eng ENG,DF,Aston Villa,31-319,1993,4.8,0,3,0,0.0,0.63,0.00,0.00,,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,,,,
319,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-188,2004,8.3,3,14,4,28.6,1.68,0.48,0.21,0.75,15.3,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches,,,,
320,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-147,1999,21.3,0,7,2,28.6,0.33,0.09,0.00,0.00,12.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,,,,
321,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-251,1997,20.5,5,39,16,41.0,1.90,0.78,0.13,0.31,14.5,0,0,0,5.1,5.1,0.13,-0.1,-0.1,Matches,,,,
322,Jakub Moder,pl POL,MF,Brighton,25-294,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
323,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-168,2007,1.1,0,2,0,0.0,1.75,0.00,0.00,,16.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,,,,
324,Morato,br BRA,DF,Nott'ham Forest,23-210,2001,4.9,0,1,0,0.0,0.20,0.00,0.00,,10.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
325,Álex Moreno,es ESP,DF,Nott'ham Forest,31-232,1993,9.0,0,6,0,0.0,0.66,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
326,Sam Morsy,eg EGY,MF,Ipswich Town,33-138,1991,20.1,1,8,1,12.5,0.40,0.05,0.13,1.00,25.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,,,,
327,Yerson Mosquera,co COL,DF,Wolves,23-269,2001,4.9,0,2,0,0.0,0.41,0.00,0.00,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches,,,,
328,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-016,1999,2.7,0,3,2,66.7,1.09,0.73,0.00,0.00,17.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,,,,
329,Divin Mubama,eng ENG,FW,Manchester City,20-093,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
330,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-021,2001,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches,,,,
331,Rodrigo Muniz,br BRA,FW,Fulham,23-267,2001,7.0,3,22,10,45.5,3.16,1.44,0.14,0.30,12.0,0,0,0,2.8,2.8,0.13,+0.2,+0.2,Matches,,,,
332,Daniel Muñoz,co COL,DF,Crystal Palace,28-245,1996,20.0,2,21,8,38.1,1.05,0.40,0.10,0.25,12.2,0,0,0,3.3,3.3,0.16,-1.3,-1.3,Matches,,,,
333,Arijanet Muric,xk KVX,GK,Ipswich Town,26-080,1998,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
334,Murillo,br BRA,DF,Nott'ham Forest,22-206,2002,21.7,1,18,4,22.2,0.83,0.18,0.06,0.25,24.8,3,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,,,,
335,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-337,1995,13.9,3,27,9,33.3,1.94,0.65,0.11,0.33,18.9,0,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches,,,,
336,Vitaliy Mykolenko,ua UKR,DF,Everton,25-242,1999,19.3,0,11,0,0.0,0.57,0.00,0.00,,20.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,,,,
337,Iliman Ndiaye,sn SEN,FW,Everton,24-326,2000,19.6,5,22,9,40.9,1.12,0.46,0.18,0.44,16.7,0,1,1,3.1,2.3,0.11,+1.9,+1.7,Matches,,,,
338,Wilfred Ndidi,ng NGA,MF,Leicester City,28-041,1996,13.5,0,12,6,50.0,0.89,0.44,0.00,0.00,13.6,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches,,,,
339,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-041,2005,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
340,Reiss Nelson,eng ENG,FW,Arsenal,25-047,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
341,Reiss Nelson,eng ENG,FW,Fulham,25-047,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,,,,
342,Neto,br BRA,GK,Bournemouth,35-191,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
343,Pedro Neto,pt POR,FW,Chelsea,24-323,2000,12.1,1,23,6,26.1,1.90,0.49,0.04,0.17,18.4,0,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches,,,,
344,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-241,1999,6.8,0,23,7,30.4,3.40,1.04,0.00,0.00,16.8,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches,,,,
345,Christopher Nkunku,fr FRA,FW,Chelsea,27-073,1997,4.8,2,15,6,40.0,3.12,1.25,0.13,0.33,11.8,0,0,0,4.0,4.0,0.26,-2.0,-2.0,Matches,,,,
346,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-152,1998,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,18.4,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches,,,,
347,Darwin Núñez,uy URU,FW,Liverpool,25-216,1999,8.9,4,25,10,40.0,2.80,1.12,0.16,0.40,14.5,0,0,0,3.4,3.4,0.14,+0.6,+0.6,Matches,,,,
348,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-311,2007,3.2,2,8,3,37.5,2.54,0.95,0.25,0.67,19.4,1,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches,,,,
349,Christian Nørgaard,dk DEN,MF,Brentford,30-322,1994,17.3,2,20,6,30.0,1.15,0.35,0.10,0.33,15.3,0,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches,,,,
350,Jake O'Brien,ie IRL,DF,Everton,23-256,2001,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
351,Matt O'Riley,dk DEN,MF,Brighton,24-066,2000,4.7,1,13,3,23.1,2.77,0.64,0.08,0.33,16.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,,,,
352,Dara O'Shea,ie IRL,DF,Ipswich Town,25-328,1999,19.7,0,13,2,15.4,0.66,0.10,0.00,0.00,11.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,,,,
353,Wilson Odobert,fr FRA,FW,Tottenham,20-059,2004,1.8,0,6,0,0.0,3.33,0.00,0.00,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,,,,
354,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-270,1997,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
355,Caleb Okoli,it ITA,DF,Leicester City,23-197,2001,8.9,0,3,1,33.3,0.34,0.11,0.00,0.00,16.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
356,Robin Olsen,se SWE,GK,Aston Villa,35-018,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
357,Amadou Onana,be BEL,MF,Aston Villa,23-163,2001,11.5,2,14,4,28.6,1.22,0.35,0.14,0.50,13.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches,,,,
358,André Onana,cm CMR,GK,Manchester Utd,28-299,1996,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
359,Paul Onuachu,ng NGA,FW,Southampton,30-243,1994,5.0,1,16,6,37.5,3.17,1.19,0.06,0.17,10.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,,,,
360,Frank Onyeka,ng NGA,MF,Brentford,27-025,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
361,Lewis Orford,eng ENG,MF,West Ham,18-343,2006,0.4,0,1,0,0.0,2.57,0.00,0.00,,12.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
362,Stefan Ortega,de GER,GK,Manchester City,32-081,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
363,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-175,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
364,Dango Ouattara,bf BFA,FW,Bournemouth,22-350,2002,12.8,6,36,13,36.1,2.81,1.02,0.17,0.46,12.7,0,0,0,5.8,5.8,0.16,+0.2,+0.2,Matches,,,,
365,Nico O’Reilly,eng ENG,MF,Manchester City,19-311,2005,0.2,0,1,0,0.0,4.74,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
366,Cole Palmer,eng ENG,MF,Chelsea,22-265,2002,22.3,14,75,31,41.3,3.36,1.39,0.15,0.35,20.0,10,3,3,12.0,9.6,0.13,+2.0,+1.4,Matches,,,,
367,Emerson Palmieri,it ITA,DF,West Ham,30-176,1994,16.5,1,9,4,44.4,0.54,0.24,0.11,0.25,21.3,3,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,,,,
368,Lucas Paquetá,br BRA,MF,West Ham,27-152,1997,16.9,4,28,3,10.7,1.66,0.18,0.07,0.67,19.8,2,2,2,4.3,2.7,0.10,-0.3,-0.7,Matches,,,,
369,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-227,1993,19.6,2,17,5,29.4,0.87,0.26,0.12,0.40,18.7,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches,,,,
370,Nathan Patterson,sct SCO,"DF,FW",Everton,23-102,2001,1.4,0,1,0,0.0,0.71,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
371,Andreas Pereira,br BRA,MF,Fulham,29-025,1996,13.8,2,25,8,32.0,1.81,0.58,0.08,0.25,22.2,5,0,1,3.0,2.2,0.09,-1.0,-0.2,Matches,,,,
372,Ricardo Pereira,pt POR,DF,Leicester City,31-112,1993,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
373,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-055,1995,9.6,0,7,1,14.3,0.73,0.10,0.00,0.00,23.6,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,,,,
374,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-353,2002,3.7,0,7,0,0.0,1.90,0.00,0.00,,16.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,,,,
375,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-353,2002,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
376,Jordan Pickford,eng ENG,GK,Everton,30-325,1994,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
377,Ethan Pinnock,jm JAM,DF,Brentford,31-242,1993,16.0,2,9,6,66.7,0.56,0.37,0.22,0.33,11.2,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches,,,,
378,Daniel Podence,pt POR,"MF,FW",Wolves,29-097,1995,0.5,0,1,0,0.0,1.87,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
379,Alfie Pond,eng ENG,DF,Wolves,20-331,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
380,Nick Pope,eng ENG,GK,Newcastle Utd,32-282,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
381,Pedro Porro,es ESP,DF,Tottenham,25-135,1999,20.1,2,29,6,20.7,1.44,0.30,0.07,0.33,23.0,2,0,0,1.3,1.3,0.04,+0.7,+0.7,Matches,,,,
382,Jarell Quansah,eng ENG,DF,Liverpool,21-363,2003,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
383,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-105,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
384,Aaron Ramsdale,eng ENG,GK,Southampton,26-257,1998,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
385,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-243,2001,9.8,0,12,3,25.0,1.22,0.31,0.00,0.00,16.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,,,,
386,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-087,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches,,,,
387,David Raya,es ESP,GK,Arsenal,29-133,1995,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
388,Harrison Reed,eng ENG,MF,Fulham,29-365,1995,0.7,0,1,0,0.0,1.48,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,,,,
389,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-326,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
390,Sergio Reguilón,es ESP,DF,Tottenham,28-041,1996,1.0,0,1,0,0.0,1.05,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,,,,
391,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-359,1993,3.1,1,5,2,40.0,1.60,0.64,0.20,0.50,25.6,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches,,,,
392,Chadi Riad,ma MAR,DF,Crystal Palace,21-223,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
393,Declan Rice,eng ENG,MF,Arsenal,26-012,1999,18.3,1,24,7,29.2,1.31,0.38,0.04,0.14,20.8,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,,,,
394,Chris Richards,us USA,DF,Crystal Palace,24-304,2000,8.9,0,3,2,66.7,0.34,0.22,0.00,0.00,10.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,,,,
395,Richarlison,br BRA,FW,Tottenham,27-261,1997,1.6,1,4,2,50.0,2.43,1.22,0.25,0.50,9.1,0,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches,,,,
396,Andrew Robertson,sct SCO,DF,Liverpool,30-321,1994,17.3,0,6,2,33.3,0.35,0.12,0.00,0.00,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,,,,
397,Antonee Robinson,us USA,DF,Fulham,27-171,1997,22.0,0,13,2,15.4,0.59,0.09,0.00,0.00,21.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,,,,
