,SCA,SCA Types,GCA,GCA Types,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
314,Mikel Merino,es ESP,MF,Arsenal,28-218,1996,8.4,23,2.72,19,0,0,3,1,0,3,0.36,3,0,0,0,0,0,Matches,,,,,,
315,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-106,1997,22.0,12,0.55,8,0,0,3,0,1,2,0.09,2,0,0,0,0,0,Matches,,,,,,
316,Lewis Miley,eng ENG,MF,Newcastle Utd,18-270,2006,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
317,James Milner,eng ENG,MF,Brighton,39-022,1986,1.9,8,4.26,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
318,Tyrone Mings,eng ENG,DF,Aston Villa,31-319,1993,4.8,8,1.67,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
319,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-188,2004,8.3,26,3.13,13,5,6,1,1,0,5,0.60,2,0,2,1,0,0,Matches,,,,,,
320,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-147,1999,21.3,48,2.26,44,1,0,2,1,0,4,0.19,4,0,0,0,0,0,Matches,,,,,,
321,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-251,1997,20.5,71,3.46,59,0,4,3,4,1,8,0.39,7,0,0,0,1,0,Matches,,,,,,
322,Jakub Moder,pl POL,MF,Brighton,25-294,1999,0.1,4,32.73,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
323,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-168,2007,1.1,7,6.12,4,2,0,1,0,0,2,1.75,1,0,0,1,0,0,Matches,,,,,,
324,Morato,br BRA,DF,Nott'ham Forest,23-210,2001,4.9,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
325,Álex Moreno,es ESP,DF,Nott'ham Forest,31-232,1993,9.0,11,1.22,10,1,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
326,Sam Morsy,eg EGY,MF,Ipswich Town,33-138,1991,20.1,28,1.39,25,3,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,,,,,,
327,Yerson Mosquera,co COL,DF,Wolves,23-269,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
328,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-016,1999,2.7,8,2.91,5,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
329,Divin Mubama,eng ENG,FW,Manchester City,20-093,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
330,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-021,2001,1.7,6,3.60,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
331,Rodrigo Muniz,br BRA,FW,Fulham,23-267,2001,7.0,9,1.29,6,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
332,Daniel Muñoz,co COL,DF,Crystal Palace,28-245,1996,20.0,50,2.49,39,2,1,5,1,2,3,0.15,2,0,0,1,0,0,Matches,,,,,,
333,Arijanet Muric,xk KVX,GK,Ipswich Town,26-080,1998,17.0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
334,Murillo,br BRA,DF,Nott'ham Forest,22-206,2002,21.7,27,1.24,17,5,0,2,1,2,1,0.05,1,0,0,0,0,0,Matches,,,,,,
335,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-337,1995,13.9,47,3.38,38,4,1,1,2,1,9,0.65,9,0,0,0,0,0,Matches,,,,,,
336,Vitaliy Mykolenko,ua UKR,DF,Everton,25-242,1999,19.3,22,1.14,21,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches,,,,,,
337,Iliman Ndiaye,sn SEN,FW,Everton,24-326,2000,19.6,49,2.50,38,0,6,0,5,0,4,0.20,3,0,1,0,0,0,Matches,,,,,,
338,Wilfred Ndidi,ng NGA,MF,Leicester City,28-041,1996,13.5,16,1.19,14,0,1,1,0,0,3,0.22,3,0,0,0,0,0,Matches,,,,,,
339,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-041,2005,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
340,Reiss Nelson,eng ENG,FW,Arsenal,25-047,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
341,Reiss Nelson,eng ENG,FW,Fulham,25-047,1999,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0,Matches,,,,,,
342,Neto,br BRA,GK,Bournemouth,35-191,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
343,Pedro Neto,pt POR,FW,Chelsea,24-323,2000,12.1,43,3.55,32,2,5,2,2,0,5,0.41,3,0,2,0,0,0,Matches,,,,,,
344,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-241,1999,6.8,20,2.96,12,0,3,1,4,0,2,0.30,1,0,0,0,1,0,Matches,,,,,,
345,Christopher Nkunku,fr FRA,FW,Chelsea,27-073,1997,4.8,19,3.95,13,0,4,2,0,0,2,0.42,0,0,1,1,0,0,Matches,,,,,,
346,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-152,1998,8.9,30,3.38,23,1,2,2,2,0,5,0.56,3,0,1,1,0,0,Matches,,,,,,
347,Darwin Núñez,uy URU,FW,Liverpool,25-216,1999,8.9,20,2.23,12,0,4,1,1,2,3,0.33,3,0,0,0,0,0,Matches,,,,,,
348,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-311,2007,3.2,7,2.21,4,1,1,1,0,0,1,0.32,1,0,0,0,0,0,Matches,,,,,,
349,Christian Nørgaard,dk DEN,MF,Brentford,30-322,1994,17.3,28,1.62,22,0,0,3,2,1,7,0.40,6,0,0,0,1,0,Matches,,,,,,
350,Jake O'Brien,ie IRL,DF,Everton,23-256,2001,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
351,Matt O'Riley,dk DEN,MF,Brighton,24-066,2000,4.7,21,4.48,14,4,0,2,0,1,2,0.43,2,0,0,0,0,0,Matches,,,,,,
352,Dara O'Shea,ie IRL,DF,Ipswich Town,25-328,1999,19.7,12,0.61,10,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
353,Wilson Odobert,fr FRA,FW,Tottenham,20-059,2004,1.8,4,2.24,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
354,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-270,1997,2.6,3,1.13,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
355,Caleb Okoli,it ITA,DF,Leicester City,23-197,2001,8.9,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
356,Robin Olsen,se SWE,GK,Aston Villa,35-018,1990,0.5,1,2.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
357,Amadou Onana,be BEL,MF,Aston Villa,23-163,2001,11.5,15,1.30,10,1,0,4,0,0,2,0.17,1,0,0,1,0,0,Matches,,,,,,
358,André Onana,cm CMR,GK,Manchester Utd,28-299,1996,22.0,4,0.18,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
359,Paul Onuachu,ng NGA,FW,Southampton,30-243,1994,5.0,6,1.19,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
360,Frank Onyeka,ng NGA,MF,Brentford,27-025,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
361,Lewis Orford,eng ENG,MF,West Ham,18-343,2006,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
362,Stefan Ortega,de GER,GK,Manchester City,32-081,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
363,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-175,2003,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
364,Dango Ouattara,bf BFA,FW,Bournemouth,22-350,2002,12.8,41,3.21,34,0,1,5,0,1,6,0.47,4,0,1,1,0,0,Matches,,,,,,
365,Nico O’Reilly,eng ENG,MF,Manchester City,19-311,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
366,Cole Palmer,eng ENG,MF,Chelsea,22-265,2002,22.3,130,5.82,85,17,9,11,6,2,11,0.49,7,0,2,1,1,0,Matches,,,,,,
367,Emerson Palmieri,it ITA,DF,West Ham,30-176,1994,16.5,30,1.82,17,10,0,2,1,0,1,0.06,0,1,0,0,0,0,Matches,,,,,,
368,Lucas Paquetá,br BRA,MF,West Ham,27-152,1997,16.9,53,3.14,44,2,1,3,3,0,5,0.30,2,0,0,2,1,0,Matches,,,,,,
369,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-227,1993,19.6,35,1.79,28,2,0,2,1,2,11,0.56,6,2,0,1,1,1,Matches,,,,,,
370,Nathan Patterson,sct SCO,"DF,FW",Everton,23-102,2001,1.4,6,4.29,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
371,Andreas Pereira,br BRA,MF,Fulham,29-025,1996,13.8,70,5.06,39,27,0,2,2,0,3,0.22,1,1,0,0,1,0,Matches,,,,,,
372,Ricardo Pereira,pt POR,DF,Leicester City,31-112,1993,1.6,2,1.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
373,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-055,1995,9.6,12,1.26,10,1,0,1,0,0,2,0.21,2,0,0,0,0,0,Matches,,,,,,
374,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-353,2002,3.7,5,1.36,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
375,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-353,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
376,Jordan Pickford,eng ENG,GK,Everton,30-325,1994,22.0,5,0.23,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
377,Ethan Pinnock,jm JAM,DF,Brentford,31-242,1993,16.0,19,1.19,12,4,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
378,Daniel Podence,pt POR,"MF,FW",Wolves,29-097,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
379,Alfie Pond,eng ENG,DF,Wolves,20-331,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
380,Nick Pope,eng ENG,GK,Newcastle Utd,32-282,1992,15.0,3,0.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
381,Pedro Porro,es ESP,DF,Tottenham,25-135,1999,20.1,66,3.29,47,11,1,4,3,0,6,0.30,2,3,1,0,0,0,Matches,,,,,,
382,Jarell Quansah,eng ENG,DF,Liverpool,21-363,2003,2.5,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
383,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-105,2001,0.6,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
384,Aaron Ramsdale,eng ENG,GK,Southampton,26-257,1998,15.0,2,0.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
385,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-243,2001,9.8,32,3.26,23,0,4,1,4,0,4,0.41,4,0,0,0,0,0,Matches,,,,,,
386,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-087,1997,10.9,29,2.67,24,1,2,2,0,0,1,0.09,1,0,0,0,0,0,Matches,,,,,,
387,David Raya,es ESP,GK,Arsenal,29-133,1995,23.0,3,0.13,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
388,Harrison Reed,eng ENG,MF,Fulham,29-365,1995,0.7,1,1.48,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
389,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-326,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
390,Sergio Reguilón,es ESP,DF,Tottenham,28-041,1996,1.0,1,1.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
391,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-359,1993,3.1,6,1.91,2,0,0,2,2,0,2,0.64,0,0,0,1,1,0,Matches,,,,,,
392,Chadi Riad,ma MAR,DF,Crystal Palace,21-223,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
393,Declan Rice,eng ENG,MF,Arsenal,26-012,1999,18.3,64,3.49,33,21,3,2,5,0,4,0.22,1,2,0,1,0,0,Matches,,,,,,
394,Chris Richards,us USA,DF,Crystal Palace,24-304,2000,8.9,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
395,Richarlison,br BRA,FW,Tottenham,27-261,1997,1.6,6,3.62,4,0,0,1,1,0,1,0.60,1,0,0,0,0,0,Matches,,,,,,
396,Andrew Robertson,sct SCO,DF,Liverpool,30-321,1994,17.3,55,3.17,45,9,0,0,0,1,2,0.12,2,0,0,0,0,0,Matches,,,,,,
397,Antonee Robinson,us USA,DF,Fulham,27-171,1997,22.0,60,2.73,56,1,1,1,0,1,10,0.45,10,0,0,0,0,0,Matches,,,,,,
398,Rodri,es ESP,MF,Manchester City,28-218,1996,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
399,Guido Rodríguez,ar ARG,MF,West Ham,30-289,1994,11.3,10,0.89,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
400,Mads Roerslev,dk DEN,DF,Brentford,25-216,1999,11.2,19,1.69,17,0,1,1,0,0,2,0.18,2,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
401,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-184,2002,19.3,64,3.31,47,0,7,7,3,0,9,0.47,7,0,1,0,1,0,Matches,,,,,,
402,Cristian Romero,ar ARG,DF,Tottenham,26-274,1998,10.8,16,1.48,13,0,0,3,0,0,2,0.18,2,0,0,0,0,0,Matches,,,,,,
403,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-281,2002,13.1,44,3.36,25,0,4,7,6,2,4,0.31,2,0,1,1,0,0,Matches,,,,,,
404,José Sá,pt POR,GK,Wolves,32-009,1993,16.0,4,0.25,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
405,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-143,2001,14.1,89,6.32,52,17,9,8,3,0,21,1.49,12,5,2,1,1,0,Matches,,,,,,
406,Mohamed Salah,eg EGY,FW,Liverpool,32-225,1992,21.6,103,4.77,71,1,15,10,4,2,16,0.74,13,0,2,1,0,0,Matches,,,,,,
407,William Saliba,fr FRA,DF,Arsenal,23-308,2001,20.3,17,0.84,16,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches,,,,,,
408,Robert Sánchez,es ESP,GK,Chelsea,27-069,1997,21.0,4,0.19,3,1,0,0,0,0,2,0.10,1,1,0,0,0,0,Matches,,,,,,
409,Jadon Sancho,eng ENG,FW,Chelsea,24-307,2000,11.8,45,3.81,41,0,2,0,2,0,9,0.76,8,0,0,0,1,0,Matches,,,,,,
410,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-055,1997,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
411,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-260,1992,3.9,10,2.58,6,3,1,0,0,0,1,0.26,0,0,1,0,0,0,Matches,,,,,,
412,Jeremy Sarmiento,ec ECU,MF,Brighton,22-224,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
413,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-336,1998,15.9,65,4.09,46,0,5,5,9,0,7,0.44,4,0,1,0,2,0,Matches,,,,,,
414,Sávio,br BRA,"FW,MF",Manchester City,20-291,2004,12.0,75,6.25,50,2,12,4,6,1,11,0.92,6,0,2,1,1,1,Matches,,,,,,
415,Oliver Scarles,eng ENG,"DF,FW",West Ham,19-045,2005,0.9,1,1.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
416,Kevin Schade,de GER,FW,Brentford,23-060,2001,11.0,19,1.72,11,0,2,3,2,1,4,0.36,2,0,0,2,0,0,Matches,,,,,,
417,Fabian Schär,ch SUI,DF,Newcastle Utd,33-037,1991,17.8,17,0.96,12,0,1,0,2,2,2,0.11,2,0,0,0,0,0,Matches,,,,,,
418,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-034,1992,1.1,7,6.06,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
419,Alex Scott,eng ENG,MF,Bournemouth,21-158,2003,2.9,11,3.75,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
420,Matz Sels,be BEL,GK,Nott'ham Forest,32-335,1992,23.0,4,0.17,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
421,Nélson Semedo,pt POR,DF,Wolves,31-071,1993,17.9,36,2.01,27,1,4,0,2,2,5,0.28,5,0,0,0,0,0,Matches,,,,,,
422,Antoine Semenyo,gh GHA,FW,Bournemouth,25-019,2000,21.4,78,3.64,53,1,10,9,4,1,8,0.37,5,0,1,0,2,0,Matches,,,,,,
423,Marcos Senesi,ar ARG,DF,Bournemouth,27-261,1997,10.2,16,1.57,16,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,,,,,,
424,Ryan Sessegnon,eng ENG,MF,Fulham,24-253,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
425,Luke Shaw,eng ENG,DF,Manchester Utd,29-198,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
426,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-201,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
427,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-169,1994,20.3,67,3.30,61,1,4,0,1,0,7,0.35,7,0,0,0,0,0,Matches,,,,,,
428,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-178,1999,7.7,27,3.52,20,0,1,3,3,0,3,0.39,2,0,0,0,1,0,Matches,,,,,,
429,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-268,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
430,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-083,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
431,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-223,1999,2.3,13,5.57,10,0,1,2,0,0,1,0.43,1,0,0,0,0,0,Matches,,,,,,
432,Oliver Skipp,eng ENG,MF,Leicester City,24-132,2000,8.4,10,1.19,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
433,William Smallbone,ie IRL,MF,Southampton,24-340,2000,3.2,9,2.83,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
434,Adam Smith,eng ENG,DF,Bournemouth,33-272,1991,11.5,12,1.04,8,1,1,0,1,1,1,0.09,0,0,0,0,1,0,Matches,,,,,,
435,Emile Smith Rowe,eng ENG,MF,Fulham,24-182,2000,14.2,50,3.51,38,0,2,6,1,3,11,0.77,9,0,1,0,0,1,Matches,,,,,,
436,Dominic Solanke,eng ENG,FW,Tottenham,27-134,1997,17.8,33,1.86,22,0,0,8,2,1,7,0.39,5,0,0,1,1,0,Matches,,,,,,
437,Carlos Soler,es ESP,"MF,FW",West Ham,28-024,1997,9.3,36,3.86,23,6,1,4,1,1,2,0.21,2,0,0,0,0,0,Matches,,,,,,
438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-148,1999,2.7,12,4.46,9,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
439,Tomáš Souček,cz CZE,MF,West Ham,29-334,1995,16.9,34,2.01,26,0,0,5,2,1,3,0.18,2,0,0,0,1,0,Matches,,,,,,
440,Boubakary Soumaré,fr FRA,MF,Leicester City,25-334,1999,11.3,17,1.51,12,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
441,Djed Spence,eng ENG,DF,Tottenham,24-170,2000,6.6,9,1.37,7,0,1,1,0,0,3,0.46,2,0,1,0,0,0,Matches,,,,,,
442,Jay Stansfield,eng ENG,MF,Fulham,22-063,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
443,Jason Steele,eng ENG,GK,Brighton,34-161,1990,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
444,Jack Stephens,eng ENG,DF,Southampton,30-365,1994,8.8,10,1.13,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
445,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-049,1994,2.4,9,3.73,6,0,2,1,0,0,1,0.41,1,0,0,0,0,0,Matches,,,,,,
446,Ross Stewart,sct SCO,"FW,MF",Southampton,28-199,1996,1.5,2,1.36,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
447,Jakub Stolarczyk,pl POL,GK,Leicester City,24-038,2000,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
448,John Stones,eng ENG,"DF,MF",Manchester City,30-243,1994,4.1,8,1.96,8,0,0,0,0,0,2,0.49,2,0,0,0,0,0,Matches,,,,,,
449,Jørgen Strand Larsen,no NOR,FW,Wolves,24-355,2000,20.4,26,1.28,21,1,0,2,2,0,3,0.15,3,0,0,0,0,0,Matches,,,,,,
450,Yukinari Sugawara,jp JPN,DF,Southampton,24-212,2000,12.8,36,2.80,28,5,1,2,0,0,1,0.08,1,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
451,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-346,2002,3.2,9,2.84,3,1,5,0,0,0,1,0.32,0,0,1,0,0,0,Matches,,,,,,
452,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-088,2001,8.7,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0,Matches,,,,,,
453,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-124,1995,10.9,9,0.83,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
454,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-093,2000,15.2,71,4.67,55,3,3,8,1,1,11,0.72,8,0,0,3,0,0,Matches,,,,,,
455,Matt Targett,eng ENG,DF,Newcastle Utd,29-130,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
456,James Tarkowski,eng ENG,DF,Everton,32-068,1992,21.9,28,1.28,23,2,0,3,0,0,2,0.09,2,0,0,0,0,0,Matches,,,,,,
457,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-310,1999,12.8,64,5.00,44,10,3,3,4,0,10,0.78,5,3,0,1,1,0,Matches,,,,,,
458,Charlie Taylor,eng ENG,DF,Southampton,31-130,1993,3.0,2,0.68,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches,,,,,,
459,Jack Taylor,ie IRL,MF,Ipswich Town,26-217,1998,4.5,17,3.79,12,1,1,2,0,1,1,0.22,1,0,0,0,0,0,Matches,,,,,,
460,Kenny Tete,nl NED,DF,Fulham,29-109,1995,14.0,23,1.64,16,0,2,3,2,0,3,0.21,3,0,0,0,0,0,Matches,,,,,,
461,Thiago,br BRA,FW,Brentford,23-214,2001,1.5,2,1.36,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
462,Luke Thomas,eng ENG,DF,Leicester City,23-230,2001,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
463,Youri Tielemans,be BEL,MF,Aston Villa,27-264,1997,20.7,73,3.53,43,24,2,2,1,1,7,0.34,4,3,0,0,0,0,Matches,,,,,,
464,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-235,1997,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
465,Jurriën Timber,nl NED,DF,Arsenal,23-223,2001,18.5,38,2.05,33,1,2,0,1,1,4,0.22,4,0,0,0,0,0,Matches,,,,,,
466,Jean-Clair Todibo,fr FRA,DF,West Ham,25-027,1999,9.6,4,0.42,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
467,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-160,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
468,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-082,1998,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
469,Sandro Tonali,it ITA,MF,Newcastle Utd,24-263,2000,15.2,39,2.56,26,1,2,3,4,3,5,0.33,5,0,0,0,0,0,Matches,,,,,,
470,Pau Torres,es ESP,DF,Aston Villa,28-010,1997,17.2,11,0.64,8,0,0,3,0,0,2,0.12,1,0,0,1,0,0,Matches,,,,,,
