,SCA,SCA Types,GCA,GCA Types,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
471,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-086,1998,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
472,Sandro Tonali,it ITA,MF,Newcastle Utd,24-267,2000,15.2,39,2.56,26,1,2,3,4,3,5,0.33,5,0,0,0,0,0,Matches,,,,,,
473,Pau Torres,es ESP,DF,Aston Villa,28-014,1997,17.2,11,0.64,8,0,0,3,0,0,2,0.12,1,0,0,1,0,0,Matches,,,,,,
474,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-332,1993,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
475,Adama Traoré,es ESP,"FW,MF",Fulham,29-005,1996,11.6,50,4.30,41,0,4,3,0,2,3,0.26,3,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
476,Mark Travers,ie IRL,GK,Bournemouth,25-257,1999,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
477,Ryan Trevitt,eng ENG,MF,Brentford,21-324,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
478,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-133,1990,5.7,21,3.68,13,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
479,Leandro Trossard,be BEL,FW,Arsenal,30-057,1994,15.2,55,3.62,44,1,3,4,2,1,5,0.33,5,0,0,0,0,0,Matches,,,,,,
480,Kostas Tsimikas,gr GRE,DF,Liverpool,28-263,1996,3.8,13,3.40,8,5,0,0,0,0,2,0.52,1,1,0,0,0,0,Matches,,,,,,
481,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-077,1997,9.9,7,0.71,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
482,Destiny Udogie,it ITA,DF,Tottenham,22-063,2002,15.9,28,1.76,25,0,0,1,0,2,3,0.19,2,0,0,0,0,1,Matches,,,,,,
483,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-294,2001,11.0,20,1.82,15,0,0,1,2,2,0,0.00,0,0,0,0,0,0,Matches,,,,,,
484,Lesley Ugochukwu,fr FRA,MF,Southampton,20-310,2004,7.4,11,1.49,7,0,1,1,2,0,1,0.14,0,0,0,1,0,0,Matches,,,,,,
485,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-265,1997,3.8,9,2.35,6,0,0,2,1,0,3,0.78,2,0,0,0,1,0,Matches,,,,,,
486,Virgil van Dijk,nl NED,DF,Liverpool,33-206,1991,22.0,27,1.23,22,0,1,1,1,2,4,0.18,4,0,0,0,0,0,Matches,,,,,,
487,Jamie Vardy,eng ENG,FW,Leicester City,38-019,1987,19.1,29,1.52,21,0,3,2,3,0,9,0.47,4,0,2,1,2,0,Matches,,,,,,
488,Renato Veiga,pt POR,"DF,MF",Chelsea,21-185,2003,2.0,1,0.49,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
489,Joël Veltman,nl NED,DF,Brighton,33-015,1992,16.3,22,1.35,15,2,2,1,2,0,1,0.06,0,1,0,0,0,0,Matches,,,,,,
490,Micky van de Ven,nl NED,DF,Tottenham,23-286,2001,8.8,9,1.03,6,0,0,2,1,0,2,0.23,2,0,0,0,0,0,Matches,,,,,,
491,Bart Verbruggen,nl NED,GK,Brighton,22-165,2002,21.0,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
492,Jannik Vestergaard,dk DEN,DF,Leicester City,32-180,1992,13.3,5,0.37,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
493,Guglielmo Vicario,it ITA,GK,Tottenham,28-115,1996,12.0,3,0.25,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
494,Carlos Vinícius,br BRA,MF,Fulham,29-311,1995,0.0,1,22.50,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
495,Kyle Walker,eng ENG,DF,Manchester City,34-247,1990,10.8,17,1.58,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
496,Kyle Walker-Peters,eng ENG,DF,Southampton,27-292,1997,20.8,38,1.83,23,2,6,3,2,2,5,0.24,4,0,1,0,0,0,Matches,,,,,,
497,Christian Walton,eng ENG,GK,Ipswich Town,29-082,1995,6.0,2,0.33,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
498,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-065,1997,21.0,58,2.76,47,2,5,2,0,2,4,0.19,3,0,0,1,0,0,Matches,,,,,,
499,Danny Ward,wls WAL,GK,Leicester City,31-222,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
500,James Ward-Prowse,eng ENG,MF,West Ham,30-090,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
501,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-090,1994,4.4,10,2.25,6,4,0,0,0,0,2,0.45,1,1,0,0,0,0,Matches,,,,,,
502,Ollie Watkins,eng ENG,FW,Aston Villa,29-031,1995,17.7,39,2.20,25,0,3,6,5,0,8,0.45,4,0,1,1,2,0,Matches,,,,,,
503,Adam Webster,eng ENG,DF,Brighton,30-026,1995,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
504,Danny Welbeck,eng ENG,FW,Brighton,34-065,1990,14.3,33,2.31,22,1,3,1,6,0,4,0.28,4,0,0,0,0,0,Matches,,,,,,
505,Timo Werner,de GER,"FW,MF",Tottenham,28-330,1996,5.6,18,3.18,14,0,2,1,1,0,3,0.53,3,0,0,0,0,0,Matches,,,,,,
506,Adam Wharton,eng ENG,MF,Crystal Palace,20-242,2004,6.9,26,3.77,20,4,0,1,0,1,1,0.14,1,0,0,0,0,0,Matches,,,,,,
507,Ben White,eng ENG,DF,Arsenal,27-114,1997,7.7,8,1.04,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches,,,,,,
508,Mats Wieffer,nl NED,MF,Brighton,25-075,1999,5.2,13,2.48,13,0,0,0,0,0,2,0.38,2,0,0,0,0,0,Matches,,,,,,
509,Neco Williams,wls WAL,DF,Nott'ham Forest,23-292,2001,13.8,25,1.81,18,2,0,4,1,0,3,0.22,2,1,0,0,0,0,Matches,,,,,,
510,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-163,1999,6.6,27,4.07,22,0,2,2,1,0,2,0.30,2,0,0,0,0,0,Matches,,,,,,
511,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-338,1992,0.7,1,1.48,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
512,Harry Wilson,wls WAL,"FW,MF",Fulham,27-314,1997,9.3,30,3.22,21,6,0,1,2,0,3,0.32,2,0,0,0,1,0,Matches,,,,,,
513,Harry Winks,eng ENG,MF,Leicester City,28-363,1996,15.2,35,2.30,27,7,0,1,0,0,3,0.20,2,1,0,0,0,0,Matches,,,,,,
514,Ben Winterburn,eng ENG,MF,Bournemouth,20-148,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
515,Yoane Wissa,cd COD,FW,Brentford,28-149,1996,17.5,40,2.29,27,0,3,4,5,1,6,0.34,6,0,0,0,0,0,Matches,,,,,,
516,Chris Wood,nz NZL,FW,Nott'ham Forest,33-054,1991,20.4,27,1.33,21,0,2,2,0,2,4,0.20,3,0,0,0,0,1,Matches,,,,,,
517,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-244,2002,6.4,3,0.47,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
518,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-101,1998,8.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
519,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-335,2004,6.9,11,1.59,10,0,1,0,0,0,2,0.29,2,0,0,0,0,0,Matches,,,,,,
520,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-070,1997,16.2,28,1.73,20,0,0,6,1,1,2,0.12,1,0,0,1,0,0,Matches,,,,,,
521,Leny Yoro,fr FRA,DF,Manchester Utd,19-078,2005,5.1,2,0.40,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,,,,,,
522,Ashley Young,eng ENG,DF,Everton,39-205,1985,16.4,34,2.08,26,6,0,0,1,1,5,0.31,4,0,0,0,0,1,Matches,,,,,,
523,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-151,2002,23.0,24,1.04,22,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,,,,,,
524,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-046,1996,2.7,6,2.22,5,0,0,1,0,0,1,0.37,1,0,0,0,0,0,Matches,,,,,,
525,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-253,2001,9.6,24,2.51,22,0,0,1,1,0,3,0.31,1,0,0,1,1,0,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,,,,,,
526,Martin Ødegaard,no NOR,MF,Arsenal,26-044,1998,13.3,66,4.96,56,6,2,2,0,0,9,0.68,9,0,0,0,0,0,Matches,,,,,,
